,blockG,BE_H,CA_H,DA_H,JU_H,MN_H,SL_H,SU_H,TU_H,WA_H,WB_H,TTL_H,BE_W,CA_W,DA_W,JU_W,MN_W,SL_W,SU_W,TU_W,WA_W,WB_W,TTL_W
951,351138014,0.0,1.0,2.0,0.0,0.0,56.0,1.0,0.0,0.0,0.0,76.0,0,1,22,0,0,518,3,4,1,14,604
952,351138021,0.0,0.0,3.0,0.0,0.0,147.0,0.0,2.0,1.0,0.0,158.0,2,1,33,0,0,596,5,4,1,13,716
953,351138022,0.0,0.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,0.0,16.0,0,3,34,1,0,609,6,7,3,6,719
954,351138023,1.0,3.0,13.0,0.0,1.0,372.0,4.0,16.0,0.0,3.0,433.0,0,0,22,0,0,431,6,1,1,6,497
955,351138031,3.0,1.0,0.0,0.0,0.0,29.0,0.0,8.0,0.0,2.0,52.0,2,3,34,1,1,939,14,8,1,17,1088
956,351138032,6.0,16.0,37.0,0.0,1.0,458.0,7.0,18.0,11.0,20.0,626.0,3,12,84,0,0,2054,19,10,3,19,2373
957,351138033,2.0,16.0,30.0,0.0,0.0,623.0,6.0,17.0,4.0,18.0,773.0,1,5,38,1,0,968,8,9,0,17,1116
958,351139031,2.0,3.0,12.0,1.0,0.0,211.0,2.0,10.0,2.0,3.0,261.0,4,11,68,1,1,1503,11,15,1,22,1725
959,351139032,1.0,2.0,3.0,0.0,0.0,171.0,1.0,4.0,0.0,2.0,194.0,0,3,35,0,0,845,6,12,2,8,949
960,351139041,0.0,2.0,6.0,0.0,0.0,139.0,4.0,5.0,1.0,6.0,166.0,0,2,22,0,0,535,4,3,2,10,607
961,351139042,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1,1,14,0,0,339,5,3,0,3,386
962,351139044,2.0,0.0,7.0,0.0,0.0,91.0,1.0,3.0,1.0,2.0,109.0,5,8,35,0,0,978,11,14,0,13,1130
963,351139051,1.0,2.0,7.0,0.0,0.0,94.0,0.0,2.0,1.0,1.0,123.0,4,2,30,0,0,732,6,8,1,11,839
964,351139052,1.0,1.0,4.0,0.0,0.0,120.0,3.0,4.0,0.0,1.0,143.0,1,2,40,0,0,967,6,15,0,17,1118
965,351139053,2.0,1.0,11.0,0.0,0.0,112.0,1.0,10.0,0.0,2.0,153.0,1,6,34,1,0,792,10,10,3,7,903
966,351139054,3.0,19.0,37.0,1.0,1.0,618.0,1.0,41.0,7.0,23.0,822.0,2,4,44,0,0,829,6,11,1,25,963
967,351139061,23.0,50.0,595.0,2.0,9.0,3990.0,25.0,345.0,22.0,196.0,5652.0,1,5,33,0,0,843,13,13,5,7,999
968,351139062,1.0,2.0,23.0,0.0,0.0,342.0,0.0,14.0,1.0,9.0,416.0,2,3,29,0,0,489,7,8,1,7,608
969,351139063,1.0,1.0,4.0,0.0,0.0,9.0,1.0,1.0,0.0,1.0,22.0,0,4,30,0,0,670,7,11,2,8,798
970,351139071,114.0,54.0,61.0,0.0,2.0,622.0,17.0,49.0,1.0,123.0,1106.0,2,8,103,2,1,2237,21,21,5,30,2648
971,351139072,1.0,2.0,3.0,0.0,0.0,16.0,0.0,1.0,0.0,2.0,27.0,2,4,35,0,0,737,2,5,0,9,864
972,351139073,2.0,3.0,5.0,0.0,0.0,47.0,1.0,1.0,0.0,2.0,65.0,0,3,23,1,0,627,5,5,1,7,733
973,351140001,234.0,500.0,5485.0,28.0,102.0,23764.0,519.0,668.0,235.0,1716.0,37820.0,2,0,81,0,0,1484,19,3,0,15,1643
974,351141001,18.0,75.0,443.0,1.0,4.0,3363.0,99.0,68.0,25.0,143.0,4802.0,0,0,39,0,0,569,13,3,1,8,657
975,351141002,1.0,2.0,25.0,1.0,1.0,268.0,4.0,5.0,3.0,4.0,335.0,1,3,43,0,0,869,19,1,1,15,1004
976,351142001,3.0,4.0,20.0,1.0,0.0,240.0,2.0,2.0,0.0,12.0,318.0,2,3,36,0,0,1166,6,8,1,16,1315
977,351142002,9.0,18.0,51.0,1.0,3.0,1259.0,7.0,31.0,6.0,41.0,1628.0,2,3,39,0,0,1207,8,10,1,14,1399
978,351143001,2.0,5.0,60.0,1.0,0.0,552.0,5.0,13.0,7.0,13.0,738.0,4,6,74,3,0,2259,11,12,3,37,2578
979,351143002,23.0,45.0,122.0,2.0,2.0,2317.0,16.0,68.0,29.0,79.0,3087.0,2,9,37,1,0,1479,10,12,2,30,1697
980,351143003,3.0,3.0,14.0,0.0,0.0,348.0,1.0,3.0,1.0,5.0,410.0,1,11,45,0,0,1794,9,16,0,22,2031
981,351143004,4.0,8.0,28.0,2.0,0.0,595.0,7.0,9.0,4.0,10.0,734.0,5,13,88,3,1,3292,14,19,7,48,3711
982,351145001,0.0,0.0,3.0,0.0,0.0,49.0,0.0,1.0,1.0,3.0,67.0,1,5,63,1,1,1163,12,7,0,12,1319
983,351145002,0.0,0.0,3.0,0.0,0.0,16.0,0.0,1.0,0.0,1.0,23.0,0,3,34,0,0,705,4,5,1,10,790
984,351145003,482.0,576.0,6566.0,56.0,152.0,39331.0,426.0,2609.0,239.0,2722.0,59450.0,3,4,78,0,0,1410,17,9,1,19,1602
985,351146001,1.0,6.0,25.0,0.0,0.0,607.0,4.0,12.0,8.0,14.0,897.0,4,6,41,0,0,799,9,7,2,11,994
986,351146002,0.0,1.0,6.0,1.0,0.0,117.0,1.0,2.0,2.0,4.0,172.0,4,5,32,0,1,1155,10,7,3,27,1427
987,351146003,1.0,4.0,8.0,0.0,0.0,201.0,1.0,4.0,2.0,5.0,280.0,1,5,54,0,1,1044,9,8,0,19,1305
988,351147001,9.0,10.0,211.0,0.0,0.0,837.0,8.0,58.0,4.0,80.0,1319.0,1,12,88,0,0,1156,22,6,2,20,1374
989,351147002,2.0,2.0,48.0,0.0,1.0,188.0,2.0,10.0,1.0,11.0,282.0,1,4,75,0,1,958,21,1,0,19,1139
990,351148001,0.0,1.0,14.0,0.0,0.0,113.0,0.0,0.0,1.0,1.0,133.0,0,3,22,0,0,562,19,0,3,12,668
991,351148002,1.0,0.0,2.0,0.0,0.0,54.0,2.0,2.0,0.0,3.0,72.0,0,2,11,0,0,333,11,0,0,5,395
992,351148003,2.0,1.0,50.0,0.0,0.0,260.0,3.0,3.0,4.0,6.0,345.0,0,2,20,0,0,517,12,1,0,12,589
993,351151061,7.0,11.0,85.0,2.0,4.0,1008.0,12.0,14.0,4.0,21.0,1475.0,4,13,189,4,0,6185,60,55,6,73,7522
994,351152091,4.0,10.0,29.0,3.0,1.0,616.0,2.0,19.0,7.0,15.0,803.0,2,12,55,4,0,1835,17,9,3,28,2201
995,351152092,58.0,65.0,238.0,6.0,8.0,4864.0,26.0,135.0,30.0,130.0,6372.0,1,13,87,2,0,2558,24,17,5,38,3046
996,359800001,105.0,166.0,3774.0,8.0,58.0,13375.0,245.0,930.0,121.0,1097.0,21725.0,0,0,10,0,0,62,0,0,0,0,72
997,379420001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0,0,2,0,0,0,3,0,0,0,2,242
998,379420002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0,1,5,0,0,8,0,0,0,2,221
999,379421001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,0,1,2,0,0,9,2,0,0,3,279
1000,379781001,1.0,1.0,6.0,0.0,0.0,12.0,0.0,0.0,0.0,2.0,217.0,1,4,2,2,0,14,5,1,0,2,451
1001,379781002,1.0,1.0,3.0,0.0,0.0,12.0,4.0,1.0,0.0,3.0,347.0,2,1,4,0,0,13,1,0,0,3,292
1002,379781003,0.0,4.0,8.0,0.0,0.0,20.0,1.0,0.0,1.0,1.0,479.0,0,0,3,0,0,19,1,1,0,1,223
1003,379782001,0.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,293.0,0,3,3,0,0,11,0,0,0,1,264
1004,379782002,0.0,3.0,2.0,0.0,0.0,7.0,0.0,1.0,1.0,5.0,511.0,5,2,1,0,0,21,0,0,1,0,560
1005,379782003,4.0,23.0,9.0,0.0,0.0,18.0,0.0,9.0,1.0,4.0,1015.0,3,5,1,0,0,51,0,0,1,2,890
1006,379782004,2.0,6.0,3.0,0.0,0.0,5.0,1.0,2.0,0.0,4.0,224.0,0,1,0,0,0,17,0,0,0,0,281
1007,399721001,5.0,3.0,1.0,2.0,0.0,5.0,0.0,2.0,0.0,2.0,161.0,0,4,4,11,0,76,1,1,0,6,491
1008,399721002,2.0,3.0,2.0,2.0,0.0,13.0,1.0,2.0,1.0,1.0,198.0,1,2,4,11,0,37,1,1,0,3,300
1009,399721003,5.0,6.0,3.0,10.0,0.0,26.0,1.0,7.0,2.0,9.0,463.0,1,2,4,9,0,56,2,3,1,5,430
1010,399721004,6.0,4.0,3.0,3.0,0.0,18.0,4.0,2.0,5.0,5.0,427.0,1,5,7,7,0,79,0,4,3,5,558
1011,399721005,7.0,6.0,6.0,4.0,0.0,22.0,4.0,1.0,7.0,4.0,546.0,0,6,12,9,0,67,2,4,1,5,522
1012,399721006,1.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,53.0,1,4,8,14,0,72,1,4,2,4,528
1013,399722001,0.0,3.0,6.0,7.0,0.0,15.0,3.0,5.0,0.0,2.0,329.0,1,7,6,63,0,102,3,5,3,3,656
1014,399722002,2.0,5.0,6.0,12.0,0.0,38.0,5.0,6.0,4.0,4.0,685.0,1,5,5,37,0,67,1,1,1,9,437
1015,399723001,3.0,6.0,4.0,6.0,1.0,17.0,1.0,1.0,5.0,3.0,499.0,0,5,11,6,1,90,6,3,1,9,555
1016,399723002,1.0,0.0,1.0,4.0,0.0,2.0,1.0,0.0,0.0,1.0,86.0,0,6,5,1,0,36,2,2,0,2,225
1017,399723003,5.0,6.0,10.0,9.0,0.0,24.0,2.0,2.0,5.0,5.0,823.0,1,6,9,5,0,76,2,1,3,3,477
1018,399723004,1.0,5.0,4.0,5.0,0.0,21.0,6.0,2.0,0.0,3.0,389.0,0,2,4,2,0,26,0,1,2,0,193
1019,399724001,2.0,9.0,14.0,3.0,1.0,21.0,5.0,4.0,4.0,3.0,359.0,0,0,2,1,0,34,2,2,0,2,319
1020,399724002,1.0,5.0,8.0,13.0,0.0,21.0,2.0,5.0,1.0,3.0,452.0,0,2,1,4,0,61,3,3,0,3,365
1021,399724003,0.0,3.0,5.0,15.0,0.0,32.0,3.0,1.0,0.0,4.0,654.0,1,8,13,15,1,120,11,6,1,13,866
1022,399724004,2.0,5.0,11.0,6.0,2.0,13.0,1.0,3.0,4.0,6.0,359.0,0,5,9,8,0,88,2,8,1,9,634
1023,399725001,1.0,4.0,3.0,4.0,2.0,8.0,0.0,0.0,3.0,0.0,274.0,0,7,5,7,0,69,1,3,0,6,572
1024,399725002,0.0,2.0,4.0,3.0,0.0,9.0,1.0,3.0,1.0,2.0,406.0,2,7,11,15,0,93,3,4,2,13,764
1025,399725003,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,49.0,0,3,7,4,1,67,0,8,3,4,485
1026,419751001,1.0,4.0,2.0,1.0,0.0,10.0,2.0,1.0,4.0,1.0,311.0,1,0,5,0,0,40,0,0,0,7,393
1027,419751002,0.0,10.0,12.0,13.0,0.0,53.0,3.0,3.0,2.0,10.0,973.0,0,4,2,2,0,53,3,0,2,5,578
1028,419751003,1.0,3.0,6.0,6.0,0.0,15.0,2.0,1.0,9.0,2.0,545.0,0,3,6,1,0,44,1,1,3,6,523
1029,419751004,2.0,3.0,2.0,3.0,1.0,18.0,3.0,1.0,2.0,2.0,521.0,1,2,5,0,0,46,0,0,0,5,448
1030,419752001,1.0,5.0,8.0,5.0,0.0,18.0,7.0,1.0,3.0,3.0,658.0,0,2,6,3,0,41,2,2,2,6,415
1031,419752002,0.0,1.0,2.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,132.0,0,7,7,2,0,52,2,6,0,5,435
1032,419753001,0.0,5.0,5.0,2.0,0.0,17.0,1.0,2.0,0.0,5.0,407.0,1,3,7,2,0,47,2,1,2,4,515
1033,419753002,0.0,3.0,2.0,3.0,1.0,16.0,1.0,1.0,1.0,3.0,377.0,0,2,6,5,0,44,0,3,2,3,501
1034,419753003,1.0,4.0,3.0,5.0,0.0,16.0,0.0,1.0,0.0,4.0,507.0,0,2,4,2,0,30,0,3,2,4,459
1035,419753004,0.0,3.0,2.0,6.0,1.0,25.0,1.0,2.0,0.0,5.0,593.0,1,3,4,5,0,76,2,7,1,7,996
1036,419754001,9.0,21.0,19.0,10.0,3.0,75.0,6.0,11.0,9.0,11.0,2109.0,0,3,8,8,0,109,1,3,1,7,1176
1037,419754002,1.0,6.0,4.0,11.0,0.0,11.0,3.0,4.0,2.0,3.0,566.0,0,2,6,2,0,44,1,1,2,6,558
1038,419755001,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,103.0,1,3,11,1,1,33,1,2,0,4,388
1039,419755002,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,61.0,0,0,5,1,0,35,1,0,0,7,420
1040,419755003,1.0,1.0,0.0,1.0,1.0,8.0,1.0,0.0,2.0,0.0,305.0,2,4,4,1,0,56,5,0,2,3,667
1041,419755004,0.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,135.0,1,3,6,3,0,64,0,1,0,9,627
1042,439641011,2.0,3.0,18.0,1.0,24.0,59.0,295.0,4.0,19.0,32.0,515.0,8,18,37,1,21,154,249,3,11,54,617
1043,439641012,0.0,2.0,3.0,0.0,4.0,6.0,27.0,0.0,0.0,3.0,50.0,4,9,33,1,12,102,183,1,17,35,454
1044,439641021,1.0,4.0,5.0,0.0,3.0,37.0,49.0,2.0,14.0,3.0,125.0,3,7,15,1,2,129,174,2,6,25,384
1045,439641022,14.0,17.0,89.0,0.0,22.0,393.0,590.0,17.0,213.0,75.0,1576.0,2,9,34,1,7,250,293,4,8,30,699
1046,439641023,1.0,0.0,7.0,0.0,1.0,42.0,64.0,3.0,9.0,6.0,143.0,2,12,25,2,7,189,246,3,6,21,566
1047,439642011,0.0,4.0,5.0,1.0,0.0,23.0,119.0,0.0,28.0,7.0,214.0,1,3,17,1,2,102,243,2,23,15,458
1048,439642012,5.0,3.0,10.0,2.0,6.0,71.0,450.0,1.0,98.0,29.0,768.0,2,11,26,0,1,192,361,1,33,19,732
1049,439642013,3.0,3.0,8.0,0.0,3.0,53.0,265.0,5.0,40.0,14.0,483.0,2,9,23,0,0,221,496,0,41,26,941
1050,439642021,1.0,3.0,8.0,0.0,2.0,30.0,120.0,3.0,29.0,5.0,227.0,3,12,16,0,0,111,209,4,21,13,462
1051,439642022,2.0,2.0,14.0,0.0,1.0,62.0,130.0,12.0,45.0,14.0,332.0,2,15,21,1,3,166,350,0,25,30,697
1052,439642031,0.0,2.0,1.0,0.0,0.0,11.0,6.0,0.0,8.0,4.0,38.0,4,10,16,0,0,28,10,1,1,17,117
1053,439642032,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,3.0,3.0,18.0,0,2,4,0,0,19,2,0,1,6,49
1054,439643031,1.0,6.0,7.0,0.0,1.0,61.0,64.0,0.0,17.0,7.0,182.0,6,5,41,0,0,415,310,3,7,20,875
1055,439643032,3.0,4.0,10.0,1.0,1.0,123.0,201.0,5.0,41.0,11.0,445.0,11,10,29,0,1,422,337,3,9,31,930
1056,439643041,1.0,4.0,7.0,0.0,0.0,85.0,85.0,2.0,20.0,7.0,258.0,1,11,28,0,0,414,419,5,16,22,991
1057,439643042,1.0,2.0,8.0,0.0,0.0,53.0,82.0,1.0,11.0,6.0,189.0,3,7,28,1,2,407,387,1,13,23,934
1058,439643043,0.0,3.0,3.0,0.0,0.0,15.0,28.0,0.0,4.0,1.0,65.0,2,9,24,1,0,329,352,3,11,16,822
1059,439643044,3.0,8.0,9.0,0.0,0.0,126.0,153.0,0.0,24.0,10.0,380.0,2,3,17,0,1,173,163,0,8,10,402
1060,439643051,4.0,7.0,27.0,0.0,5.0,359.0,312.0,4.0,135.0,10.0,922.0,2,4,6,0,1,72,125,3,1,13,251
1061,439643052,13.0,27.0,107.0,1.0,10.0,738.0,550.0,24.0,229.0,42.0,2011.0,3,5,4,1,0,143,220,2,5,22,436
1062,439643053,2.0,1.0,2.0,0.0,0.0,69.0,59.0,1.0,40.0,2.0,196.0,4,12,14,1,0,191,287,7,8,24,601
1063,439643061,1.0,3.0,18.0,0.0,1.0,141.0,129.0,4.0,23.0,5.0,387.0,3,12,32,1,1,346,417,1,11,32,925
1064,439643062,7.0,8.0,36.0,0.0,7.0,306.0,268.0,14.0,57.0,10.0,814.0,5,11,25,1,1,361,451,4,20,25,975
1065,439643071,6.0,31.0,109.0,2.0,4.0,720.0,722.0,30.0,179.0,66.0,2097.0,0,1,4,0,0,44,62,1,2,7,133
1066,439643072,2.0,4.0,20.0,0.0,2.0,95.0,155.0,0.0,36.0,13.0,353.0,4,12,32,0,1,346,481,5,11,19,992
1067,439643073,1.0,2.0,8.0,0.0,0.0,29.0,26.0,2.0,2.0,1.0,76.0,4,6,17,0,1,163,218,1,8,8,460
1068,439643074,1.0,4.0,14.0,0.0,0.0,77.0,183.0,3.0,39.0,5.0,345.0,3,21,36,1,0,424,643,1,13,20,1254
1069,439643081,1.0,11.0,20.0,0.0,2.0,143.0,132.0,5.0,59.0,9.0,441.0,1,7,6,0,0,63,138,2,4,13,252
1070,439643082,10.0,31.0,31.0,0.0,7.0,279.0,400.0,9.0,165.0,24.0,1044.0,2,9,10,0,1,115,235,2,7,16,432
1071,439643083,0.0,9.0,7.0,0.0,4.0,66.0,128.0,4.0,48.0,4.0,294.0,3,14,27,0,0,223,435,2,13,13,802
1072,439644011,0.0,6.0,9.0,1.0,2.0,163.0,234.0,1.0,90.0,5.0,556.0,2,6,10,2,0,62,153,0,6,21,282
1073,439644012,2.0,16.0,43.0,0.0,3.0,511.0,627.0,4.0,246.0,9.0,1590.0,3,4,17,1,2,101,217,1,3,19,413
1074,439644021,14.0,26.0,94.0,0.0,21.0,1112.0,1961.0,22.0,788.0,58.0,4369.0,1,4,4,0,0,46,143,0,7,7,226
1075,439644022,2.0,7.0,8.0,0.0,3.0,148.0,278.0,3.0,122.0,7.0,614.0,2,6,19,0,1,113,394,0,9,13,596
1076,439644023,0.0,0.0,0.0,0.0,0.0,6.0,11.0,1.0,4.0,0.0,23.0,1,1,4,0,0,30,82,0,0,3,127
1077,439644024,6.0,23.0,64.0,0.0,12.0,712.0,1171.0,22.0,520.0,37.0,2818.0,5,13,18,0,0,190,590,0,22,18,911
1078,451306001,1.0,2.0,6.0,0.0,1.0,42.0,1.0,112.0,1.0,13.0,195.0,1,1,4,0,0,19,0,34,0,4,71
1079,451306002,5.0,2.0,8.0,3.0,1.0,34.0,1.0,104.0,0.0,9.0,183.0,5,3,19,1,1,53,3,70,1,12,196
1080,451306003,8.0,7.0,16.0,3.0,0.0,31.0,0.0,237.0,2.0,31.0,364.0,3,1,9,0,1,40,1,72,1,6,156
1081,451307011,1.0,8.0,33.0,1.0,3.0,182.0,2.0,276.0,1.0,23.0,592.0,4,12,33,0,0,304,7,133,1,16,584
1082,451307012,0.0,1.0,3.0,0.0,0.0,9.0,1.0,29.0,0.0,1.0,47.0,7,13,50,0,0,450,11,173,0,20,796
1083,451307013,6.0,8.0,50.0,1.0,0.0,328.0,6.0,437.0,3.0,25.0,930.0,7,8,41,1,0,382,5,152,3,24,682
1084,451307021,1.0,2.0,5.0,0.0,0.0,49.0,1.0,277.0,0.0,2.0,360.0,9,29,94,0,0,1277,16,481,7,70,2172
1085,451307022,3.0,0.0,28.0,1.0,0.0,69.0,0.0,211.0,2.0,17.0,373.0,5,25,100,0,0,1210,13,461,5,66,2055
1086,451307023,0.0,1.0,12.0,1.0,0.0,32.0,2.0,99.0,0.0,3.0,170.0,3,12,22,0,0,438,8,188,3,27,756
1087,451307024,3.0,7.0,29.0,4.0,3.0,153.0,3.0,365.0,3.0,15.0,671.0,6,36,118,1,0,1436,14,531,5,52,2407
1088,451307025,1.0,2.0,28.0,1.0,2.0,68.0,2.0,235.0,0.0,15.0,425.0,1,5,8,0,0,137,2,44,0,6,221
1089,451307026,1.0,5.0,28.0,2.0,7.0,126.0,3.0,448.0,0.0,12.0,678.0,1,2,12,0,0,128,0,53,0,9,232
1090,451307031,0.0,0.0,5.0,0.0,0.0,9.0,0.0,27.0,0.0,0.0,48.0,6,5,28,1,2,261,3,144,1,16,519
1091,451307032,2.0,1.0,8.0,0.0,0.0,45.0,1.0,102.0,0.0,5.0,182.0,9,10,49,3,0,586,8,301,6,40,1108
1092,451307033,28.0,32.0,167.0,4.0,2.0,555.0,15.0,1187.0,19.0,88.0,2420.0,19,24,150,7,4,1303,16,632,14,83,2500
1093,451308001,3.0,8.0,7.0,0.0,1.0,31.0,0.0,338.0,0.0,6.0,417.0,1,8,22,1,0,174,4,129,5,14,413
1094,451308002,4.0,5.0,3.0,0.0,0.0,39.0,0.0,272.0,0.0,3.0,343.0,9,23,70,2,2,629,7,459,9,39,1411
1095,451308003,1.0,2.0,7.0,0.0,0.0,68.0,2.0,227.0,0.0,3.0,326.0,2,7,21,1,0,256,2,182,3,16,543
1096,451308004,0.0,3.0,1.0,0.0,0.0,13.0,0.0,109.0,0.0,1.0,138.0,4,11,34,4,0,326,4,217,5,17,695
1097,451309001,36.0,34.0,50.0,7.0,1.0,274.0,12.0,542.0,20.0,33.0,1215.0,9,18,84,1,2,754,9,434,5,54,1553
1098,451309002,5.0,13.0,11.0,0.0,0.0,57.0,2.0,152.0,2.0,2.0,276.0,6,13,32,3,0,423,3,214,2,21,821
1099,451310011,2.0,5.0,15.0,2.0,1.0,70.0,3.0,239.0,2.0,6.0,390.0,3,39,87,2,2,803,11,378,4,51,1548
1100,451310021,0.0,0.0,0.0,0.0,0.0,5.0,0.0,27.0,0.0,0.0,32.0,4,10,43,2,0,370,4,200,2,24,726
1101,451310022,2.0,17.0,15.0,1.0,1.0,114.0,1.0,405.0,2.0,15.0,632.0,12,14,43,1,0,529,12,299,5,28,1058
1102,451310023,0.0,0.0,1.0,0.0,0.0,5.0,0.0,4.0,1.0,0.0,12.0,13,11,60,0,1,649,7,335,1,30,1266
1103,451310024,7.0,30.0,38.0,1.0,0.0,204.0,2.0,240.0,2.0,15.0,649.0,5,12,59,0,1,547,4,334,3,39,1142
1104,451311001,0.0,3.0,2.0,0.0,0.0,21.0,0.0,216.0,1.0,2.0,255.0,13,42,111,4,2,1009,6,621,11,69,2115
1105,451311002,3.0,5.0,26.0,1.0,1.0,49.0,2.0,637.0,1.0,5.0,771.0,4,19,48,0,0,501,2,247,6,21,952
1106,451311003,0.0,1.0,3.0,2.0,1.0,10.0,1.0,138.0,1.0,1.0,169.0,1,21,49,0,1,457,7,255,3,29,932
1107,451312001,1.0,3.0,2.0,1.0,0.0,6.0,2.0,54.0,0.0,2.0,75.0,8,8,25,2,0,267,7,152,4,19,560
1108,451312002,3.0,30.0,24.0,5.0,1.0,97.0,3.0,495.0,3.0,13.0,741.0,5,16,60,0,0,616,11,331,3,48,1202
1109,459800001,0.0,1.0,4.0,0.0,0.0,4.0,0.0,19.0,0.0,0.0,29.0,3,13,11,1,0,55,1,4,0,22,138
1110,479402011,0.0,1.0,5.0,0.0,1.0,19.0,2.0,0.0,2.0,6.0,456.0,0,1,4,0,0,14,0,2,0,1,161
1111,479402012,0.0,1.0,5.0,0.0,0.0,16.0,2.0,0.0,3.0,7.0,468.0,0,0,6,0,0,26,0,2,1,0,230
1112,479402013,0.0,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,103.0,1,2,5,0,0,12,1,1,0,3,177
1113,479402014,1.0,5.0,5.0,0.0,0.0,11.0,1.0,0.0,1.0,4.0,285.0,1,2,14,0,0,50,2,3,1,4,441
1114,479402015,2.0,9.0,6.0,0.0,2.0,25.0,2.0,2.0,3.0,1.0,520.0,0,2,13,0,0,28,1,2,1,3,291
1115,479682001,1.0,5.0,5.0,0.0,1.0,14.0,4.0,4.0,7.0,2.0,548.0,3,13,27,2,2,150,12,4,8,23,1358
1116,479682002,0.0,1.0,3.0,0.0,0.0,8.0,2.0,1.0,2.0,2.0,312.0,2,21,23,0,1,152,9,4,7,26,1410
1117,479682003,1.0,3.0,9.0,1.0,0.0,22.0,4.0,4.0,5.0,4.0,615.0,1,12,16,1,0,77,8,5,6,10,733
1118,479683011,2.0,5.0,9.0,0.0,1.0,15.0,7.0,4.0,4.0,9.0,549.0,8,25,36,2,0,180,9,5,9,24,1524
1119,479683012,0.0,7.0,11.0,0.0,2.0,37.0,8.0,2.0,6.0,5.0,905.0,6,21,12,0,0,130,7,6,5,18,1095
1120,479683021,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,2.0,0.0,308.0,2,19,12,0,0,80,1,2,5,16,738
1121,479683022,0.0,0.0,0.0,0.0,1.0,6.0,5.0,0.0,0.0,3.0,240.0,0,12,15,0,0,81,2,2,2,19,731
1122,479683023,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,155.0,1,16,15,0,0,92,5,3,6,20,781
1123,479684011,3.0,1.0,5.0,0.0,1.0,12.0,1.0,1.0,0.0,4.0,310.0,4,19,17,0,0,92,2,1,1,22,651
1124,479684012,4.0,6.0,19.0,0.0,3.0,60.0,13.0,6.0,7.0,16.0,1805.0,2,9,5,0,0,67,5,2,1,12,452
1125,479684013,0.0,3.0,4.0,0.0,2.0,22.0,1.0,2.0,2.0,3.0,704.0,3,9,9,0,0,92,1,0,0,13,538
1126,479684021,10.0,5.0,27.0,1.0,2.0,55.0,6.0,7.0,21.0,15.0,893.0,11,17,29,0,0,103,5,3,6,16,947
1127,479684022,4.0,10.0,9.0,1.0,2.0,70.0,3.0,3.0,10.0,6.0,1109.0,6,23,37,1,0,137,2,1,9,27,1266
1128,479684023,4.0,10.0,6.0,0.0,3.0,51.0,10.0,2.0,12.0,6.0,1226.0,2,8,29,0,0,74,5,3,2,20,741
1129,490001021,12.0,18.0,47.0,2.0,1.0,432.0,9.0,22.0,9.0,29.0,1314.0,0,2,8,1,0,171,2,3,3,8,453
1130,490001022,2.0,2.0,9.0,1.0,0.0,60.0,3.0,1.0,3.0,2.0,176.0,1,1,15,1,1,226,4,5,3,9,603
1131,490001023,6.0,13.0,22.0,2.0,1.0,307.0,12.0,21.0,10.0,16.0,1070.0,0,0,24,0,1,254,5,9,1,8,654
1132,490001024,0.0,2.0,0.0,0.0,0.0,16.0,0.0,1.0,1.0,0.0,62.0,1,3,18,0,0,278,1,3,6,13,750
1133,490001031,9.0,5.0,22.0,3.0,0.0,156.0,4.0,10.0,6.0,15.0,1294.0,2,1,3,0,0,185,2,4,4,4,457
1134,490001032,15.0,29.0,47.0,6.0,4.0,391.0,14.0,28.0,11.0,34.0,1949.0,1,0,8,2,0,189,3,0,3,4,458
1135,490001033,3.0,3.0,8.0,1.0,0.0,66.0,0.0,5.0,3.0,4.0,338.0,1,1,7,0,1,214,2,1,3,5,509
1136,490001034,0.0,1.0,9.0,2.0,0.0,56.0,0.0,3.0,2.0,3.0,290.0,1,2,13,1,0,298,4,3,5,13,767
1137,490001041,0.0,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,87.0,0,2,9,1,0,195,4,7,4,2,483
1138,490001042,0.0,2.0,2.0,0.0,2.0,17.0,4.0,4.0,1.0,3.0,150.0,1,8,35,4,1,491,10,17,15,23,1297
1139,490001051,0.0,6.0,3.0,0.0,0.0,29.0,2.0,1.0,2.0,0.0,232.0,0,7,13,1,1,332,5,4,5,8,883
