,blockG,BE_H,CA_H,DA_H,JU_H,MN_H,SL_H,SU_H,TU_H,WA_H,WB_H,TTL_H,BE_W,CA_W,DA_W,JU_W,MN_W,SL_W,SU_W,TU_W,WA_W,WB_W,TTL_W
380,299701004,2.0,3.0,25.0,0.0,76.0,8.0,3.0,2.0,0.0,36.0,163.0,5,17,112,0,160,205,22,5,4,154,732
381,299702001,2.0,1.0,15.0,0.0,88.0,37.0,6.0,3.0,1.0,29.0,209.0,13,33,178,0,195,228,25,6,11,131,926
382,319601001,0.0,0.0,3.0,1.0,0.0,7.0,3.0,0.0,0.0,1.0,200.0,0,1,2,0,0,20,1,0,1,3,197
383,319601002,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,92.0,0,1,1,1,0,40,0,0,0,3,220
384,339501001,4.0,74.0,10.0,0.0,7.0,38.0,2.0,7.0,5.0,32.0,430.0,5,11,19,0,0,50,9,5,1,14,308
385,339501002,1.0,11.0,5.0,1.0,0.0,5.0,2.0,1.0,4.0,5.0,119.0,2,27,15,0,1,61,7,2,3,29,308
386,351001001,53.0,113.0,748.0,0.0,25.0,2368.0,34.0,113.0,26.0,309.0,4446.0,0,2,21,0,0,419,11,1,1,4,482
387,351001002,6.0,33.0,184.0,2.0,4.0,812.0,15.0,25.0,13.0,59.0,1285.0,2,3,37,0,0,574,7,0,3,4,654
388,351002001,3.0,9.0,69.0,1.0,3.0,242.0,3.0,15.0,6.0,37.0,441.0,2,4,35,0,0,625,13,2,2,6,732
389,351003061,1.0,3.0,12.0,0.0,0.0,139.0,1.0,7.0,1.0,10.0,196.0,0,2,46,1,1,502,9,3,1,15,611
390,351003062,62.0,53.0,379.0,2.0,17.0,1411.0,20.0,63.0,28.0,187.0,2689.0,1,5,46,1,0,633,11,6,0,13,752
391,351003063,0.0,2.0,6.0,0.0,0.0,34.0,1.0,0.0,0.0,4.0,52.0,0,3,55,0,0,692,13,1,1,22,844
392,351003071,9.0,23.0,527.0,2.0,17.0,1843.0,172.0,88.0,42.0,124.0,3034.0,4,5,79,0,0,785,15,1,2,12,947
393,351003072,1.0,4.0,62.0,0.0,3.0,267.0,11.0,18.0,6.0,15.0,411.0,2,5,54,0,0,682,15,3,1,16,818
394,351003073,1.0,1.0,51.0,0.0,0.0,158.0,7.0,13.0,3.0,10.0,261.0,0,2,56,0,0,608,10,1,2,6,726
395,351003081,5.0,7.0,63.0,0.0,0.0,322.0,2.0,24.0,3.0,36.0,522.0,1,4,76,0,0,647,15,4,0,24,817
396,351003082,1.0,1.0,6.0,0.0,0.0,75.0,0.0,1.0,0.0,5.0,96.0,2,4,60,0,0,673,18,3,1,13,818
397,351005001,0.0,0.0,6.0,0.0,0.0,49.0,0.0,1.0,0.0,1.0,60.0,0,2,39,0,0,420,14,3,0,5,507
398,351005002,2.0,7.0,33.0,0.0,0.0,92.0,1.0,5.0,3.0,13.0,186.0,2,5,49,1,0,485,9,1,1,14,601
399,351005003,0.0,1.0,4.0,0.0,0.0,21.0,1.0,2.0,0.0,3.0,33.0,2,9,45,0,0,445,14,2,0,24,576
400,351005004,0.0,0.0,4.0,0.0,0.0,46.0,0.0,0.0,0.0,2.0,54.0,2,1,32,0,0,359,7,1,1,10,434
401,351005005,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,10.0,1,3,52,0,0,517,10,2,0,16,635
402,351006001,0.0,2.0,19.0,1.0,1.0,101.0,1.0,7.0,0.0,5.0,148.0,1,2,55,1,0,639,15,1,2,16,782
403,351006002,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,1,2,42,0,0,493,4,6,0,8,588
404,351006003,2.0,3.0,15.0,1.0,0.0,73.0,2.0,3.0,0.0,3.0,116.0,0,6,41,0,0,602,10,3,0,14,720
405,351006004,51.0,53.0,290.0,3.0,13.0,987.0,16.0,62.0,16.0,124.0,1946.0,3,0,28,0,1,452,14,3,0,7,545
406,351006005,2.0,13.0,49.0,0.0,1.0,451.0,5.0,20.0,2.0,19.0,629.0,1,3,18,0,0,278,4,0,0,7,328
407,351007001,0.0,0.0,9.0,0.0,0.0,34.0,1.0,1.0,0.0,3.0,53.0,1,3,23,0,0,491,12,2,1,10,570
408,351007002,21.0,28.0,230.0,0.0,4.0,677.0,15.0,45.0,15.0,90.0,1394.0,1,1,18,0,0,536,6,1,3,4,607
409,351007003,2.0,2.0,44.0,0.0,1.0,198.0,2.0,4.0,0.0,24.0,309.0,2,3,23,2,0,476,9,0,0,6,536
410,351008001,2.0,8.0,154.0,1.0,0.0,526.0,2.0,21.0,1.0,16.0,813.0,0,2,27,0,0,284,6,1,0,8,352
411,351008002,2.0,1.0,25.0,0.0,0.0,79.0,0.0,1.0,1.0,7.0,135.0,0,1,26,0,0,260,3,0,0,3,305
412,351008003,1.0,3.0,50.0,0.0,1.0,177.0,0.0,3.0,2.0,9.0,260.0,0,3,23,0,0,361,8,3,1,6,427
413,351010001,0.0,3.0,20.0,1.0,0.0,166.0,2.0,4.0,2.0,8.0,214.0,0,4,20,0,0,567,14,1,1,8,655
414,351010002,5.0,11.0,58.0,0.0,0.0,283.0,7.0,11.0,0.0,18.0,437.0,4,8,34,0,0,841,21,3,1,7,958
415,351011011,0.0,5.0,19.0,0.0,0.0,95.0,2.0,2.0,0.0,14.0,159.0,1,2,27,0,0,574,18,1,0,7,654
416,351011012,3.0,7.0,76.0,1.0,0.0,411.0,2.0,6.0,2.0,26.0,595.0,2,2,29,0,0,552,13,1,1,4,629
417,351011021,0.0,4.0,22.0,0.0,0.0,69.0,3.0,4.0,0.0,6.0,140.0,2,2,27,1,0,600,20,1,1,10,708
418,351011022,0.0,0.0,5.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,30.0,2,3,37,3,0,481,13,0,0,6,571
419,351011023,1.0,3.0,33.0,1.0,0.0,133.0,1.0,5.0,0.0,10.0,204.0,0,3,25,0,0,417,12,0,1,3,494
420,351012001,3.0,4.0,28.0,0.0,1.0,144.0,7.0,5.0,1.0,6.0,212.0,3,1,23,0,0,444,8,2,1,7,509
421,351012002,2.0,4.0,11.0,0.0,0.0,82.0,3.0,1.0,0.0,2.0,113.0,0,2,34,0,0,475,12,2,0,6,561
422,351012003,0.0,0.0,5.0,0.0,0.0,24.0,0.0,1.0,0.0,0.0,30.0,1,4,16,1,0,543,6,3,0,5,604
423,351012004,2.0,8.0,75.0,0.0,2.0,386.0,4.0,8.0,0.0,14.0,536.0,1,4,24,0,0,508,11,1,0,5,584
424,351014001,42.0,149.0,1048.0,1.0,35.0,5283.0,161.0,136.0,98.0,351.0,7987.0,1,3,8,0,0,167,5,2,1,4,214
425,351014002,14.0,25.0,624.0,0.0,6.0,2690.0,81.0,122.0,24.0,289.0,4096.0,0,6,15,0,0,211,20,1,0,13,308
426,351014003,82.0,140.0,2149.0,7.0,28.0,10017.0,305.0,255.0,116.0,550.0,14750.0,4,3,18,0,0,328,28,3,3,21,471
427,351015001,0.0,0.0,6.0,0.0,0.0,23.0,0.0,0.0,0.0,1.0,33.0,1,2,14,0,0,255,11,0,0,4,305
428,351015002,4.0,10.0,187.0,1.0,1.0,760.0,11.0,24.0,5.0,38.0,1125.0,0,2,19,0,0,326,10,1,1,9,379
429,351015003,0.0,4.0,12.0,0.0,0.0,57.0,1.0,1.0,1.0,3.0,87.0,0,2,16,0,0,385,16,2,0,5,453
430,351015004,3.0,10.0,55.0,0.0,0.0,342.0,3.0,9.0,3.0,22.0,485.0,0,0,8,1,0,318,10,0,2,2,362
431,351016001,1.0,0.0,9.0,0.0,0.0,116.0,1.0,3.0,2.0,4.0,150.0,1,1,15,0,0,351,8,0,1,7,410
432,351016002,0.0,0.0,15.0,0.0,0.0,73.0,2.0,1.0,1.0,2.0,95.0,2,3,32,0,0,548,9,3,0,8,632
433,351016003,3.0,1.0,52.0,1.0,2.0,476.0,14.0,13.0,2.0,22.0,616.0,0,3,21,0,0,578,18,1,0,8,672
434,351017001,5.0,10.0,55.0,0.0,1.0,399.0,4.0,10.0,2.0,23.0,566.0,3,5,35,0,0,787,14,2,2,9,909
435,351017002,2.0,5.0,19.0,0.0,1.0,147.0,3.0,3.0,0.0,14.0,218.0,1,2,21,0,0,518,20,1,1,14,612
436,351017003,5.0,12.0,52.0,1.0,2.0,277.0,2.0,7.0,3.0,24.0,443.0,1,1,16,0,0,318,5,0,0,4,362
437,351018001,9.0,17.0,107.0,2.0,4.0,764.0,20.0,22.0,6.0,48.0,1134.0,0,3,25,0,0,595,12,2,1,10,692
438,351018002,0.0,12.0,32.0,0.0,1.0,257.0,4.0,7.0,2.0,21.0,379.0,0,0,22,0,0,458,8,1,1,8,534
439,351018003,0.0,10.0,51.0,0.0,0.0,313.0,3.0,5.0,1.0,29.0,486.0,1,1,21,0,0,337,9,2,1,5,402
440,351019001,23.0,43.0,309.0,2.0,6.0,1863.0,42.0,52.0,15.0,136.0,2770.0,1,4,38,0,0,804,15,3,1,12,921
441,351019002,21.0,32.0,323.0,1.0,9.0,1667.0,34.0,56.0,11.0,149.0,2596.0,3,3,32,0,0,486,15,0,1,8,577
442,351020001,17.0,41.0,304.0,0.0,0.0,1584.0,40.0,38.0,19.0,93.0,2311.0,0,1,26,0,0,563,9,1,1,9,633
443,351020002,0.0,3.0,21.0,0.0,0.0,119.0,1.0,2.0,1.0,5.0,165.0,1,1,15,0,0,374,11,2,4,2,422
444,351020003,0.0,1.0,7.0,0.0,0.0,55.0,2.0,1.0,0.0,6.0,78.0,2,0,12,0,0,376,7,2,0,10,429
445,351021001,27.0,65.0,633.0,3.0,13.0,2765.0,58.0,110.0,23.0,199.0,4406.0,3,2,48,1,0,973,13,3,2,10,1096
446,351023001,0.0,4.0,11.0,0.0,0.0,102.0,0.0,0.0,0.0,5.0,133.0,1,4,31,0,0,504,10,3,1,10,589
447,351023002,27.0,47.0,443.0,2.0,12.0,2185.0,35.0,89.0,18.0,158.0,3408.0,3,4,34,0,0,561,13,3,4,9,671
448,351025001,47.0,111.0,2075.0,7.0,18.0,8481.0,167.0,274.0,75.0,639.0,13388.0,1,7,94,0,0,1793,31,8,0,24,2039
449,351026001,9.0,10.0,188.0,0.0,6.0,776.0,8.0,42.0,10.0,55.0,1276.0,0,0,24,0,0,312,9,3,0,4,371
450,351026002,0.0,0.0,9.0,0.0,0.0,26.0,0.0,3.0,0.0,2.0,47.0,2,1,38,0,0,430,8,0,0,11,525
451,351026003,5.0,5.0,74.0,2.0,3.0,355.0,10.0,16.0,3.0,35.0,550.0,1,4,62,0,1,812,10,7,1,15,960
452,351027011,0.0,0.0,1.0,0.0,0.0,16.0,0.0,2.0,0.0,2.0,22.0,0,5,38,0,0,487,14,1,1,13,598
453,351027012,0.0,1.0,11.0,0.0,0.0,56.0,0.0,1.0,1.0,2.0,78.0,3,8,43,0,0,642,9,4,0,19,755
454,351027013,0.0,0.0,5.0,0.0,0.0,17.0,0.0,0.0,0.0,2.0,24.0,1,1,50,0,0,777,24,3,1,16,921
455,351027021,23.0,26.0,199.0,1.0,4.0,740.0,13.0,54.0,10.0,104.0,1383.0,2,2,28,0,0,388,6,1,3,10,471
456,351027022,1.0,2.0,9.0,0.0,0.0,115.0,1.0,5.0,0.0,9.0,150.0,3,4,67,1,0,721,15,6,0,22,909
457,351028011,8.0,14.0,169.0,0.0,3.0,1011.0,11.0,81.0,5.0,75.0,1531.0,2,5,43,0,0,528,11,3,0,8,624
458,351028012,0.0,1.0,12.0,0.0,1.0,96.0,1.0,4.0,1.0,3.0,124.0,2,5,73,0,0,857,19,6,1,6,1013
459,351028013,2.0,0.0,42.0,0.0,0.0,195.0,2.0,7.0,0.0,14.0,276.0,3,4,62,0,0,995,24,3,0,18,1169
460,351028021,48.0,83.0,591.0,4.0,4.0,3543.0,39.0,140.0,23.0,232.0,5374.0,2,1,35,0,0,452,7,1,1,11,534
461,351028022,2.0,1.0,23.0,0.0,0.0,151.0,2.0,3.0,0.0,10.0,207.0,1,7,37,0,0,630,13,1,0,6,729
462,351028023,12.0,24.0,138.0,0.0,4.0,893.0,14.0,28.0,6.0,66.0,1369.0,0,2,56,1,0,740,10,4,2,12,885
463,351029001,19.0,40.0,307.0,0.0,2.0,2007.0,35.0,69.0,18.0,148.0,2984.0,4,4,32,0,0,675,23,4,3,8,796
464,351029002,20.0,36.0,354.0,3.0,11.0,2002.0,37.0,90.0,14.0,153.0,3052.0,2,2,33,0,0,629,15,4,1,11,737
465,351029003,43.0,52.0,430.0,3.0,5.0,3218.0,30.0,123.0,22.0,223.0,4674.0,3,3,31,0,1,631,9,1,2,8,722
466,351030001,0.0,0.0,17.0,0.0,0.0,142.0,3.0,4.0,1.0,5.0,182.0,1,6,32,0,0,807,19,2,2,12,932
467,351030002,5.0,3.0,53.0,0.0,0.0,530.0,5.0,9.0,2.0,28.0,685.0,1,7,24,2,0,746,19,2,0,8,846
468,351031001,0.0,5.0,16.0,0.0,0.0,208.0,1.0,3.0,0.0,3.0,249.0,1,1,34,0,0,634,23,4,0,7,737
469,351031002,0.0,0.0,7.0,0.0,0.0,100.0,1.0,0.0,1.0,2.0,127.0,2,2,29,0,0,822,19,3,2,15,938
470,351031003,7.0,5.0,104.0,1.0,2.0,922.0,13.0,16.0,4.0,22.0,1231.0,1,1,32,1,0,503,18,4,1,13,606
471,351032001,1.0,3.0,18.0,0.0,0.0,182.0,2.0,0.0,1.0,4.0,245.0,0,4,24,1,0,650,12,1,4,6,738
472,351032002,4.0,2.0,46.0,0.0,2.0,408.0,4.0,3.0,1.0,9.0,527.0,1,1,35,0,0,684,14,5,2,8,789
473,351032003,11.0,13.0,312.0,1.0,6.0,4973.0,24.0,124.0,8.0,67.0,5820.0,3,3,38,0,0,800,16,2,3,10,907
474,351033001,6.0,22.0,87.0,0.0,1.0,821.0,26.0,13.0,6.0,31.0,1092.0,1,8,36,0,0,789,20,1,1,13,926
475,351033002,2.0,12.0,35.0,0.0,2.0,455.0,11.0,13.0,1.0,15.0,595.0,1,3,24,0,0,595,17,1,2,13,700
476,351033003,2.0,6.0,40.0,0.0,0.0,365.0,8.0,10.0,0.0,14.0,490.0,1,0,23,0,0,499,14,7,0,6,578
477,351034001,5.0,0.0,13.0,0.0,1.0,140.0,3.0,1.0,0.0,3.0,175.0,0,8,29,1,0,719,12,4,0,10,825
478,351034002,3.0,4.0,23.0,0.0,0.0,262.0,9.0,5.0,1.0,6.0,332.0,3,3,26,0,2,683,14,1,1,11,798
479,351034003,1.0,1.0,9.0,0.0,0.0,164.0,1.0,4.0,1.0,9.0,210.0,3,3,26,1,0,669,11,2,1,5,743
480,351035001,0.0,0.0,2.0,0.0,0.0,86.0,3.0,1.0,0.0,3.0,97.0,1,2,20,0,0,524,10,1,0,3,591
481,351035002,0.0,2.0,11.0,0.0,0.0,176.0,0.0,4.0,1.0,4.0,216.0,1,2,20,0,1,594,15,2,1,6,672
482,351035003,0.0,0.0,16.0,0.0,0.0,177.0,3.0,4.0,0.0,5.0,217.0,2,1,25,1,0,664,15,2,2,16,773
483,351036001,0.0,0.0,3.0,0.0,0.0,89.0,1.0,0.0,0.0,1.0,102.0,2,2,31,0,0,600,8,2,2,8,686
484,351036002,0.0,0.0,1.0,0.0,0.0,46.0,2.0,0.0,0.0,0.0,50.0,1,0,33,0,0,622,12,4,0,11,711
485,351037001,3.0,3.0,20.0,0.0,1.0,192.0,5.0,6.0,2.0,15.0,269.0,2,1,24,0,0,594,16,0,0,13,698
486,351037002,0.0,2.0,3.0,0.0,0.0,61.0,1.0,2.0,2.0,2.0,77.0,2,2,19,1,0,672,15,2,2,11,763
487,351038001,0.0,1.0,5.0,0.0,0.0,43.0,0.0,2.0,0.0,0.0,52.0,1,6,20,1,0,631,11,2,0,7,707
488,351038002,1.0,5.0,15.0,0.0,0.0,282.0,7.0,2.0,1.0,7.0,336.0,2,5,24,0,0,541,8,2,0,12,625
489,351039001,0.0,1.0,25.0,0.0,1.0,235.0,10.0,1.0,1.0,9.0,301.0,1,6,18,1,0,585,15,7,1,6,674
490,351039002,0.0,1.0,4.0,0.0,1.0,46.0,5.0,0.0,1.0,3.0,67.0,0,0,17,0,1,568,14,5,0,8,651
491,351039003,0.0,0.0,2.0,0.0,0.0,34.0,1.0,0.0,1.0,0.0,44.0,2,3,28,0,0,620,18,1,1,12,712
492,351040001,2.0,4.0,79.0,0.0,3.0,601.0,14.0,10.0,0.0,52.0,829.0,0,3,28,0,0,572,11,2,1,14,668
493,351040002,1.0,1.0,5.0,0.0,0.0,50.0,0.0,0.0,1.0,2.0,67.0,2,1,21,0,0,528,7,1,1,4,600
494,351040003,3.0,2.0,12.0,0.0,0.0,130.0,3.0,2.0,2.0,3.0,171.0,2,1,27,0,0,431,3,2,1,5,494
495,351041001,0.0,0.0,8.0,0.0,0.0,129.0,5.0,3.0,0.0,4.0,157.0,1,3,29,0,0,574,20,4,4,14,690
496,351041002,0.0,1.0,3.0,0.0,0.0,31.0,2.0,0.0,0.0,0.0,45.0,0,6,31,0,0,593,15,1,1,12,694
497,351042001,0.0,3.0,47.0,0.0,1.0,315.0,5.0,2.0,1.0,14.0,420.0,1,6,39,0,0,774,27,1,0,10,909
498,351042002,0.0,0.0,2.0,0.0,0.0,23.0,0.0,4.0,1.0,0.0,33.0,1,1,14,0,0,302,9,2,1,6,361
499,351042003,0.0,7.0,41.0,0.0,3.0,268.0,3.0,5.0,0.0,18.0,384.0,0,0,12,0,0,273,6,1,1,5,317
500,351042004,7.0,7.0,29.0,1.0,1.0,339.0,14.0,6.0,1.0,23.0,488.0,2,5,22,0,0,515,17,0,2,6,597
501,351042005,0.0,1.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,28.0,0,2,12,0,0,284,9,0,1,4,331
502,351042006,0.0,0.0,3.0,0.0,0.0,39.0,0.0,0.0,0.0,2.0,47.0,1,4,18,0,0,409,12,1,1,9,477
503,351043001,3.0,3.0,25.0,0.0,0.0,228.0,9.0,3.0,1.0,3.0,296.0,3,6,25,1,2,596,14,1,1,10,698
504,351043002,7.0,16.0,117.0,0.0,1.0,801.0,21.0,20.0,4.0,23.0,1112.0,0,5,30,0,1,722,17,2,2,17,843
505,351044001,1.0,6.0,18.0,0.0,0.0,148.0,2.0,0.0,0.0,4.0,203.0,0,1,16,0,0,488,18,3,2,8,563
506,351044002,1.0,5.0,38.0,0.0,0.0,114.0,1.0,1.0,1.0,3.0,196.0,3,4,24,0,0,324,6,2,1,3,385
507,351047001,4.0,8.0,40.0,0.0,1.0,256.0,10.0,9.0,4.0,7.0,388.0,0,2,29,0,0,631,20,2,1,10,738
508,351047002,2.0,3.0,11.0,0.0,0.0,58.0,2.0,4.0,1.0,3.0,107.0,2,9,42,0,0,843,18,3,2,13,981
509,351047003,0.0,1.0,14.0,0.0,1.0,77.0,2.0,5.0,2.0,6.0,125.0,1,3,34,0,0,697,12,1,1,10,796
510,351048001,0.0,1.0,18.0,0.0,0.0,89.0,2.0,2.0,0.0,0.0,115.0,0,5,20,0,0,447,5,1,0,5,501
511,351048002,3.0,7.0,29.0,0.0,1.0,219.0,1.0,3.0,2.0,5.0,301.0,1,3,40,2,0,840,25,2,0,13,972
512,351048003,1.0,4.0,21.0,0.0,0.0,158.0,2.0,0.0,1.0,3.0,203.0,1,2,24,0,0,492,6,3,3,9,571
513,351048004,2.0,1.0,13.0,0.0,0.0,93.0,2.0,1.0,1.0,0.0,120.0,2,4,21,0,0,681,20,2,2,5,771
514,351049001,0.0,1.0,19.0,0.0,0.0,236.0,1.0,1.0,3.0,12.0,298.0,1,3,25,0,0,437,8,3,1,3,511
515,351049002,0.0,1.0,7.0,0.0,0.0,48.0,1.0,0.0,0.0,2.0,66.0,3,4,41,0,0,675,12,5,1,13,790
516,351049003,0.0,1.0,6.0,0.0,0.0,63.0,0.0,1.0,0.0,6.0,83.0,3,1,13,0,0,372,10,2,1,8,436
517,351101021,4.0,4.0,36.0,0.0,0.0,1372.0,18.0,12.0,6.0,9.0,1544.0,2,1,17,0,0,500,21,4,3,4,588
518,351101022,0.0,3.0,8.0,0.0,0.0,252.0,3.0,0.0,0.0,3.0,289.0,0,7,18,0,0,659,17,6,1,16,750
519,351101023,3.0,3.0,20.0,0.0,0.0,912.0,13.0,5.0,6.0,4.0,1018.0,0,3,25,0,0,654,21,2,5,11,775
520,351101031,3.0,0.0,4.0,0.0,0.0,117.0,1.0,4.0,2.0,6.0,144.0,1,6,21,0,0,694,30,4,3,17,825
521,351101032,0.0,3.0,15.0,0.0,0.0,163.0,6.0,2.0,1.0,4.0,215.0,0,3,21,0,0,444,28,2,0,11,538
522,351101033,0.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,27.0,0,1,10,0,0,451,18,2,0,3,513
523,351101041,3.0,2.0,32.0,0.0,1.0,234.0,6.0,3.0,7.0,8.0,347.0,1,1,27,0,0,843,28,3,4,15,980
524,351101042,1.0,0.0,6.0,0.0,0.0,49.0,0.0,1.0,0.0,0.0,76.0,0,3,20,0,0,500,11,2,1,6,583
525,351101043,1.0,9.0,26.0,0.0,0.0,344.0,15.0,12.0,10.0,17.0,508.0,2,3,16,0,1,429,11,2,1,9,504
526,351101044,0.0,5.0,35.0,0.0,3.0,443.0,12.0,12.0,3.0,10.0,609.0,0,2,13,1,1,483,13,2,2,5,554
527,351102001,2.0,3.0,16.0,0.0,0.0,233.0,7.0,2.0,1.0,8.0,300.0,2,2,17,0,0,509,10,3,1,13,587
528,351102002,7.0,14.0,91.0,0.0,3.0,723.0,23.0,8.0,11.0,30.0,1023.0,2,3,18,0,0,390,16,3,2,6,469
529,351102003,1.0,1.0,9.0,0.0,1.0,82.0,3.0,2.0,3.0,6.0,126.0,0,3,21,0,0,348,14,2,2,5,420
530,351102004,0.0,2.0,16.0,0.0,0.0,228.0,2.0,3.0,1.0,3.0,276.0,0,3,22,1,2,547,23,0,2,10,638
531,351102005,4.0,4.0,12.0,0.0,0.0,140.0,4.0,2.0,1.0,3.0,187.0,0,3,23,0,0,476,19,1,1,8,559
532,351103001,0.0,0.0,0.0,0.0,0.0,21.0,0.0,1.0,0.0,1.0,25.0,0,2,17,0,0,350,13,1,1,6,410
533,351103002,0.0,2.0,13.0,0.0,0.0,159.0,2.0,3.0,3.0,2.0,206.0,0,1,17,1,0,451,11,0,0,5,517
534,351103003,1.0,4.0,17.0,1.0,0.0,182.0,2.0,2.0,2.0,2.0,245.0,0,2,14,0,0,471,13,0,2,8,537
535,351103004,2.0,0.0,1.0,0.0,0.0,41.0,3.0,0.0,1.0,0.0,52.0,0,1,22,0,0,361,15,0,0,6,423
536,351103005,0.0,0.0,0.0,1.0,0.0,27.0,0.0,0.0,0.0,0.0,29.0,2,3,18,0,0,461,21,2,1,7,544
537,351103006,2.0,4.0,39.0,0.0,0.0,288.0,7.0,5.0,4.0,8.0,425.0,3,3,29,0,0,549,15,4,1,13,638
538,351104011,6.0,5.0,40.0,0.0,1.0,385.0,3.0,15.0,6.0,12.0,533.0,1,3,21,0,0,484,11,2,1,9,569
539,351104012,3.0,13.0,61.0,0.0,1.0,519.0,10.0,13.0,6.0,29.0,729.0,0,5,14,0,0,232,9,1,1,4,286
540,351104013,7.0,15.0,54.0,0.0,4.0,570.0,7.0,33.0,3.0,25.0,826.0,1,3,30,0,0,600,18,2,0,16,726
541,351104021,2.0,3.0,18.0,0.0,2.0,125.0,1.0,1.0,3.0,3.0,169.0,0,7,11,0,0,610,14,1,0,8,690
542,351104022,1.0,4.0,24.0,0.0,0.0,424.0,7.0,7.0,3.0,7.0,511.0,2,3,18,0,0,578,17,1,0,8,670
543,351104023,1.0,0.0,19.0,0.0,0.0,182.0,1.0,2.0,0.0,3.0,240.0,0,2,19,0,0,462,22,1,0,4,541
544,351105001,2.0,1.0,11.0,0.0,1.0,196.0,4.0,2.0,1.0,5.0,238.0,1,2,35,0,1,830,18,2,1,12,974
545,351105002,0.0,4.0,27.0,0.0,0.0,533.0,9.0,11.0,5.0,7.0,631.0,2,3,35,0,2,875,28,3,0,10,1017
546,351105003,1.0,0.0,3.0,0.0,0.0,51.0,3.0,0.0,3.0,4.0,70.0,1,1,14,0,1,403,10,0,0,7,471
547,351105004,0.0,1.0,8.0,0.0,1.0,105.0,4.0,0.0,0.0,4.0,132.0,1,1,23,0,0,552,27,0,3,15,668
548,351106001,0.0,0.0,2.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,26.0,0,1,18,0,1,520,8,2,2,7,602
549,351106002,0.0,1.0,8.0,0.0,1.0,64.0,0.0,3.0,1.0,4.0,96.0,2,5,21,0,0,583,15,0,0,9,674
550,351106003,0.0,1.0,7.0,0.0,0.0,102.0,2.0,1.0,0.0,0.0,120.0,1,3,24,0,0,481,13,1,3,9,569
551,351106004,1.0,3.0,9.0,0.0,0.0,341.0,1.0,3.0,0.0,2.0,379.0,0,1,12,0,0,330,8,2,0,5,382
552,351106005,0.0,1.0,3.0,0.0,0.0,65.0,2.0,0.0,0.0,1.0,82.0,3,3,19,0,0,420,5,2,1,5,485
553,351107011,2.0,8.0,37.0,0.0,5.0,461.0,7.0,7.0,5.0,10.0,597.0,0,3,22,0,0,716,11,1,3,6,801
554,351107012,0.0,0.0,4.0,0.0,0.0,59.0,2.0,1.0,1.0,5.0,79.0,4,5,45,0,2,1042,18,2,2,18,1200
555,351107021,1.0,3.0,11.0,0.0,0.0,350.0,20.0,3.0,3.0,7.0,419.0,3,2,15,0,0,423,15,2,1,7,505
556,351107022,2.0,0.0,21.0,0.0,0.0,203.0,2.0,9.0,0.0,2.0,258.0,1,4,24,0,1,600,25,1,1,8,709
557,351107023,0.0,5.0,16.0,1.0,1.0,266.0,8.0,6.0,1.0,4.0,340.0,1,4,24,0,0,522,15,3,0,10,619
558,351107024,1.0,5.0,22.0,0.0,1.0,291.0,2.0,3.0,1.0,5.0,356.0,1,2,32,0,0,478,21,2,1,11,582
559,351108001,4.0,11.0,52.0,0.0,1.0,585.0,10.0,13.0,2.0,10.0,753.0,2,0,11,0,1,341,6,2,0,11,395
560,351108002,4.0,6.0,30.0,0.0,1.0,497.0,8.0,13.0,1.0,12.0,649.0,1,5,40,0,1,750,23,3,0,17,895
561,351108003,6.0,5.0,34.0,0.0,0.0,398.0,5.0,8.0,1.0,6.0,513.0,1,2,22,0,3,594,16,1,2,12,693
562,351108004,31.0,101.0,1924.0,3.0,32.0,17307.0,398.0,369.0,120.0,388.0,21643.0,1,6,31,0,1,702,19,2,2,16,843
563,351109001,1.0,1.0,17.0,0.0,4.0,260.0,1.0,8.0,1.0,4.0,319.0,0,0,15,0,0,500,19,4,1,9,590
564,351109002,3.0,3.0,23.0,0.0,1.0,248.0,1.0,4.0,5.0,4.0,309.0,3,5,26,1,1,687,16,2,3,11,810
565,351109003,0.0,0.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,16.0,1,1,29,0,0,368,10,0,2,12,450
566,351109004,1.0,0.0,1.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,37.0,0,1,7,1,0,338,15,2,0,6,387
567,351110011,3.0,2.0,8.0,0.0,0.0,157.0,1.0,4.0,0.0,2.0,193.0,0,5,20,0,1,462,14,1,0,10,548
568,351110012,0.0,1.0,5.0,0.0,0.0,165.0,1.0,0.0,0.0,2.0,185.0,1,5,33,2,2,835,35,3,2,11,992
569,351110013,6.0,9.0,26.0,0.0,2.0,580.0,2.0,3.0,1.0,4.0,695.0,0,3,15,0,0,400,10,1,0,10,471
570,351110021,3.0,3.0,69.0,1.0,0.0,772.0,9.0,23.0,6.0,24.0,1081.0,3,2,38,0,0,1029,28,3,1,10,1203
